name,symbol,family,lookback_sessions,entry_threshold
daily_0241,ES,session_reversal,10,0.0
daily_0242,ES,session_reversal,10,0.5
daily_0243,ES,session_reversal,10,1.0
daily_0244,ES,session_reversal,10,1.5
daily_0245,ES,session_reversal,20,0.0
daily_0246,ES,session_reversal,20,0.5
daily_0247,ES,session_reversal,20,1.0
daily_0248,ES,session_reversal,20,1.5
daily_0249,ES,session_reversal,40,0.0
daily_0250,ES,session_reversal,40,0.5
daily_0251,ES,session_reversal,40,1.0
daily_0252,ES,session_reversal,40,1.5
daily_0253,ES,session_reversal,60,0.0
daily_0254,ES,session_reversal,60,0.5
daily_0255,ES,session_reversal,60,1.0
daily_0256,ES,session_reversal,60,1.5
daily_0257,GC,session_momentum,1,0.0
daily_0258,GC,session_momentum,1,0.5
daily_0259,GC,session_momentum,1,1.0
daily_0260,GC,session_momentum,1,1.5
daily_0261,GC,session_momentum,2,0.0
daily_0262,GC,session_momentum,2,0.5
daily_0263,GC,session_momentum,2,1.0
daily_0264,GC,session_momentum,2,1.5
daily_0265,GC,session_momentum,3,0.0
daily_0266,GC,session_momentum,3,0.5
daily_0267,GC,session_momentum,3,1.0
daily_0268,GC,session_momentum,3,1.5
daily_0269,GC,session_momentum,5,0.0
daily_0270,GC,session_momentum,5,0.5
daily_0271,GC,session_momentum,5,1.0
daily_0272,GC,session_momentum,5,1.5
daily_0273,GC,session_momentum,10,0.0
daily_0274,GC,session_momentum,10,0.5
daily_0275,GC,session_momentum,10,1.0
daily_0276,GC,session_momentum,10,1.5
daily_0277,GC,session_momentum,20,0.0
daily_0278,GC,session_momentum,20,0.5
daily_0279,GC,session_momentum,20,1.0
daily_0280,GC,session_momentum,20,1.5
daily_0281,GC,session_momentum,40,0.0
daily_0282,GC,session_momentum,40,0.5
daily_0283,GC,session_momentum,40,1.0
daily_0284,GC,session_momentum,40,1.5
daily_0285,GC,session_momentum,60,0.0
daily_0286,GC,session_momentum,60,0.5
daily_0287,GC,session_momentum,60,1.0
daily_0288,GC,session_momentum,60,1.5
daily_0289,GC,session_reversal,1,0.0
daily_0290,GC,session_reversal,1,0.5
daily_0291,GC,session_reversal,1,1.0
daily_0292,GC,session_reversal,1,1.5
daily_0293,GC,session_reversal,2,0.0
daily_0294,GC,session_reversal,2,0.5
daily_0295,GC,session_reversal,2,1.0
daily_0296,GC,session_reversal,2,1.5
daily_0297,GC,session_reversal,3,0.0
daily_0298,GC,session_reversal,3,0.5
daily_0299,GC,session_reversal,3,1.0
daily_0300,GC,session_reversal,3,1.5
daily_0301,GC,session_reversal,5,0.0
daily_0302,GC,session_reversal,5,0.5
daily_0303,GC,session_reversal,5,1.0
daily_0304,GC,session_reversal,5,1.5
daily_0305,GC,session_reversal,10,0.0
daily_0306,GC,session_reversal,10,0.5
daily_0307,GC,session_reversal,10,1.0
daily_0308,GC,session_reversal,10,1.5
daily_0309,GC,session_reversal,20,0.0
daily_0310,GC,session_reversal,20,0.5
daily_0311,GC,session_reversal,20,1.0
daily_0312,GC,session_reversal,20,1.5
daily_0313,GC,session_reversal,40,0.0
daily_0314,GC,session_reversal,40,0.5
daily_0315,GC,session_reversal,40,1.0
daily_0316,GC,session_reversal,40,1.5
daily_0317,GC,session_reversal,60,0.0
daily_0318,GC,session_reversal,60,0.5
daily_0319,GC,session_reversal,60,1.0
daily_0320,GC,session_reversal,60,1.5
daily_0321,HG,session_momentum,1,0.0
daily_0322,HG,session_momentum,1,0.5
daily_0323,HG,session_momentum,1,1.0
daily_0324,HG,session_momentum,1,1.5
daily_0325,HG,session_momentum,2,0.0
daily_0326,HG,session_momentum,2,0.5
daily_0327,HG,session_momentum,2,1.0
daily_0328,HG,session_momentum,2,1.5
daily_0329,HG,session_momentum,3,0.0
daily_0330,HG,session_momentum,3,0.5
daily_0331,HG,session_momentum,3,1.0
daily_0332,HG,session_momentum,3,1.5
daily_0333,HG,session_momentum,5,0.0
daily_0334,HG,session_momentum,5,0.5
daily_0335,HG,session_momentum,5,1.0
daily_0336,HG,session_momentum,5,1.5
daily_0337,HG,session_momentum,10,0.0
daily_0338,HG,session_momentum,10,0.5
daily_0339,HG,session_momentum,10,1.0
daily_0340,HG,session_momentum,10,1.5
daily_0341,HG,session_momentum,20,0.0
daily_0342,HG,session_momentum,20,0.5
daily_0343,HG,session_momentum,20,1.0
daily_0344,HG,session_momentum,20,1.5
daily_0345,HG,session_momentum,40,0.0
daily_0346,HG,session_momentum,40,0.5
daily_0347,HG,session_momentum,40,1.0
daily_0348,HG,session_momentum,40,1.5
daily_0349,HG,session_momentum,60,0.0
daily_0350,HG,session_momentum,60,0.5
daily_0351,HG,session_momentum,60,1.0
daily_0352,HG,session_momentum,60,1.5
daily_0353,HG,session_reversal,1,0.0
daily_0354,HG,session_reversal,1,0.5
daily_0355,HG,session_reversal,1,1.0
daily_0356,HG,session_reversal,1,1.5
daily_0357,HG,session_reversal,2,0.0
daily_0358,HG,session_reversal,2,0.5
daily_0359,HG,session_reversal,2,1.0
daily_0360,HG,session_reversal,2,1.5
daily_0361,HG,session_reversal,3,0.0
daily_0362,HG,session_reversal,3,0.5
daily_0363,HG,session_reversal,3,1.0
daily_0364,HG,session_reversal,3,1.5
daily_0365,HG,session_reversal,5,0.0
daily_0366,HG,session_reversal,5,0.5
daily_0367,HG,session_reversal,5,1.0
daily_0368,HG,session_reversal,5,1.5
daily_0369,HG,session_reversal,10,0.0
daily_0370,HG,session_reversal,10,0.5
daily_0371,HG,session_reversal,10,1.0
daily_0372,HG,session_reversal,10,1.5
daily_0373,HG,session_reversal,20,0.0
daily_0374,HG,session_reversal,20,0.5
daily_0375,HG,session_reversal,20,1.0
daily_0376,HG,session_reversal,20,1.5
daily_0377,HG,session_reversal,40,0.0
daily_0378,HG,session_reversal,40,0.5
daily_0379,HG,session_reversal,40,1.0
daily_0380,HG,session_reversal,40,1.5
daily_0381,HG,session_reversal,60,0.0
daily_0382,HG,session_reversal,60,0.5
daily_0383,HG,session_reversal,60,1.0
daily_0384,HG,session_reversal,60,1.5
daily_0385,NG,session_momentum,1,0.0
daily_0386,NG,session_momentum,1,0.5
daily_0387,NG,session_momentum,1,1.0
daily_0388,NG,session_momentum,1,1.5
daily_0389,NG,session_momentum,2,0.0
daily_0390,NG,session_momentum,2,0.5
daily_0391,NG,session_momentum,2,1.0
daily_0392,NG,session_momentum,2,1.5
daily_0393,NG,session_momentum,3,0.0
daily_0394,NG,session_momentum,3,0.5
daily_0395,NG,session_momentum,3,1.0
daily_0396,NG,session_momentum,3,1.5
daily_0397,NG,session_momentum,5,0.0
daily_0398,NG,session_momentum,5,0.5
daily_0399,NG,session_momentum,5,1.0
daily_0400,NG,session_momentum,5,1.5
daily_0401,NG,session_momentum,10,0.0
daily_0402,NG,session_momentum,10,0.5
daily_0403,NG,session_momentum,10,1.0
daily_0404,NG,session_momentum,10,1.5
daily_0405,NG,session_momentum,20,0.0
daily_0406,NG,session_momentum,20,0.5
daily_0407,NG,session_momentum,20,1.0
daily_0408,NG,session_momentum,20,1.5
daily_0409,NG,session_momentum,40,0.0
daily_0410,NG,session_momentum,40,0.5
daily_0411,NG,session_momentum,40,1.0
daily_0412,NG,session_momentum,40,1.5
daily_0413,NG,session_momentum,60,0.0
daily_0414,NG,session_momentum,60,0.5
daily_0415,NG,session_momentum,60,1.0
daily_0416,NG,session_momentum,60,1.5
daily_0417,NG,session_reversal,1,0.0
daily_0418,NG,session_reversal,1,0.5
daily_0419,NG,session_reversal,1,1.0
daily_0420,NG,session_reversal,1,1.5
daily_0421,NG,session_reversal,2,0.0
daily_0422,NG,session_reversal,2,0.5
daily_0423,NG,session_reversal,2,1.0
daily_0424,NG,session_reversal,2,1.5
daily_0425,NG,session_reversal,3,0.0
daily_0426,NG,session_reversal,3,0.5
daily_0427,NG,session_reversal,3,1.0
daily_0428,NG,session_reversal,3,1.5
daily_0429,NG,session_reversal,5,0.0
daily_0430,NG,session_reversal,5,0.5
daily_0431,NG,session_reversal,5,1.0
daily_0432,NG,session_reversal,5,1.5
daily_0433,NG,session_reversal,10,0.0
daily_0434,NG,session_reversal,10,0.5
daily_0435,NG,session_reversal,10,1.0
daily_0436,NG,session_reversal,10,1.5
daily_0437,NG,session_reversal,20,0.0
daily_0438,NG,session_reversal,20,0.5
daily_0439,NG,session_reversal,20,1.0
daily_0440,NG,session_reversal,20,1.5
daily_0441,NG,session_reversal,40,0.0
daily_0442,NG,session_reversal,40,0.5
daily_0443,NG,session_reversal,40,1.0
daily_0444,NG,session_reversal,40,1.5
daily_0445,NG,session_reversal,60,0.0
daily_0446,NG,session_reversal,60,0.5
daily_0447,NG,session_reversal,60,1.0
daily_0448,NG,session_reversal,60,1.5
daily_0449,NKD,session_momentum,1,0.0
daily_0450,NKD,session_momentum,1,0.5
daily_0451,NKD,session_momentum,1,1.0
daily_0452,NKD,session_momentum,1,1.5
daily_0453,NKD,session_momentum,2,0.0
daily_0454,NKD,session_momentum,2,0.5
daily_0455,NKD,session_momentum,2,1.0
daily_0456,NKD,session_momentum,2,1.5
daily_0457,NKD,session_momentum,3,0.0
daily_0458,NKD,session_momentum,3,0.5
daily_0459,NKD,session_momentum,3,1.0
daily_0460,NKD,session_momentum,3,1.5
daily_0461,NKD,session_momentum,5,0.0
daily_0462,NKD,session_momentum,5,0.5
daily_0463,NKD,session_momentum,5,1.0
daily_0464,NKD,session_momentum,5,1.5
daily_0465,NKD,session_momentum,10,0.0
daily_0466,NKD,session_momentum,10,0.5
daily_0467,NKD,session_momentum,10,1.0
daily_0468,NKD,session_momentum,10,1.5
daily_0469,NKD,session_momentum,20,0.0
daily_0470,NKD,session_momentum,20,0.5
daily_0471,NKD,session_momentum,20,1.0
daily_0472,NKD,session_momentum,20,1.5
daily_0473,NKD,session_momentum,40,0.0
daily_0474,NKD,session_momentum,40,0.5
daily_0475,NKD,session_momentum,40,1.0
daily_0476,NKD,session_momentum,40,1.5
daily_0477,NKD,session_momentum,60,0.0
daily_0478,NKD,session_momentum,60,0.5
daily_0479,NKD,session_momentum,60,1.0
daily_0480,NKD,session_momentum,60,1.5
daily_0481,NKD,session_reversal,1,0.0
daily_0482,NKD,session_reversal,1,0.5
daily_0483,NKD,session_reversal,1,1.0
daily_0484,NKD,session_reversal,1,1.5
daily_0485,NKD,session_reversal,2,0.0
daily_0486,NKD,session_reversal,2,0.5
daily_0487,NKD,session_reversal,2,1.0
daily_0488,NKD,session_reversal,2,1.5
daily_0489,NKD,session_reversal,3,0.0
daily_0490,NKD,session_reversal,3,0.5
daily_0491,NKD,session_reversal,3,1.0
daily_0492,NKD,session_reversal,3,1.5
daily_0493,NKD,session_reversal,5,0.0
daily_0494,NKD,session_reversal,5,0.5
daily_0495,NKD,session_reversal,5,1.0
daily_0496,NKD,session_reversal,5,1.5
daily_0497,NKD,session_reversal,10,0.0
daily_0498,NKD,session_reversal,10,0.5
daily_0499,NKD,session_reversal,10,1.0
daily_0500,NKD,session_reversal,10,1.5
daily_0501,NKD,session_reversal,20,0.0
daily_0502,NKD,session_reversal,20,0.5
daily_0503,NKD,session_reversal,20,1.0
daily_0504,NKD,session_reversal,20,1.5
daily_0505,NKD,session_reversal,40,0.0
daily_0506,NKD,session_reversal,40,0.5
daily_0507,NKD,session_reversal,40,1.0
daily_0508,NKD,session_reversal,40,1.5
daily_0509,NKD,session_reversal,60,0.0
daily_0510,NKD,session_reversal,60,0.5
daily_0511,NKD,session_reversal,60,1.0
daily_0512,NKD,session_reversal,60,1.5
daily_0513,ZC,session_momentum,1,0.0
daily_0514,ZC,session_momentum,1,0.5
daily_0515,ZC,session_momentum,1,1.0
daily_0516,ZC,session_momentum,1,1.5
daily_0517,ZC,session_momentum,2,0.0
daily_0518,ZC,session_momentum,2,0.5
daily_0519,ZC,session_momentum,2,1.0
daily_0520,ZC,session_momentum,2,1.5
daily_0521,ZC,session_momentum,3,0.0
daily_0522,ZC,session_momentum,3,0.5
daily_0523,ZC,session_momentum,3,1.0
daily_0524,ZC,session_momentum,3,1.5
daily_0525,ZC,session_momentum,5,0.0
daily_0526,ZC,session_momentum,5,0.5
daily_0527,ZC,session_momentum,5,1.0
daily_0528,ZC,session_momentum,5,1.5
daily_0529,ZC,session_momentum,10,0.0
daily_0530,ZC,session_momentum,10,0.5
daily_0531,ZC,session_momentum,10,1.0
daily_0532,ZC,session_momentum,10,1.5
daily_0533,ZC,session_momentum,20,0.0
daily_0534,ZC,session_momentum,20,0.5
daily_0535,ZC,session_momentum,20,1.0
daily_0536,ZC,session_momentum,20,1.5
daily_0537,ZC,session_momentum,40,0.0
daily_0538,ZC,session_momentum,40,0.5
daily_0539,ZC,session_momentum,40,1.0
daily_0540,ZC,session_momentum,40,1.5
daily_0541,ZC,session_momentum,60,0.0
daily_0542,ZC,session_momentum,60,0.5
daily_0543,ZC,session_momentum,60,1.0
daily_0544,ZC,session_momentum,60,1.5
daily_0545,ZC,session_reversal,1,0.0
daily_0546,ZC,session_reversal,1,0.5
daily_0547,ZC,session_reversal,1,1.0
daily_0548,ZC,session_reversal,1,1.5
daily_0549,ZC,session_reversal,2,0.0
daily_0550,ZC,session_reversal,2,0.5
daily_0551,ZC,session_reversal,2,1.0
daily_0552,ZC,session_reversal,2,1.5
daily_0553,ZC,session_reversal,3,0.0
daily_0554,ZC,session_reversal,3,0.5
daily_0555,ZC,session_reversal,3,1.0
daily_0556,ZC,session_reversal,3,1.5
daily_0557,ZC,session_reversal,5,0.0
daily_0558,ZC,session_reversal,5,0.5
daily_0559,ZC,session_reversal,5,1.0
daily_0560,ZC,session_reversal,5,1.5
daily_0561,ZC,session_reversal,10,0.0
daily_0562,ZC,session_reversal,10,0.5
daily_0563,ZC,session_reversal,10,1.0
daily_0564,ZC,session_reversal,10,1.5
daily_0565,ZC,session_reversal,20,0.0
daily_0566,ZC,session_reversal,20,0.5
daily_0567,ZC,session_reversal,20,1.0
daily_0568,ZC,session_reversal,20,1.5
daily_0569,ZC,session_reversal,40,0.0
daily_0570,ZC,session_reversal,40,0.5
daily_0571,ZC,session_reversal,40,1.0
daily_0572,ZC,session_reversal,40,1.5
daily_0573,ZC,session_reversal,60,0.0
daily_0574,ZC,session_reversal,60,0.5
daily_0575,ZC,session_reversal,60,1.0
daily_0576,ZC,session_reversal,60,1.5
daily_0577,ZN,session_momentum,1,0.0
daily_0578,ZN,session_momentum,1,0.5
daily_0579,ZN,session_momentum,1,1.0
daily_0580,ZN,session_momentum,1,1.5
daily_0581,ZN,session_momentum,2,0.0
daily_0582,ZN,session_momentum,2,0.5
daily_0583,ZN,session_momentum,2,1.0
daily_0584,ZN,session_momentum,2,1.5
daily_0585,ZN,session_momentum,3,0.0
daily_0586,ZN,session_momentum,3,0.5
daily_0587,ZN,session_momentum,3,1.0
daily_0588,ZN,session_momentum,3,1.5
daily_0589,ZN,session_momentum,5,0.0
daily_0590,ZN,session_momentum,5,0.5
daily_0591,ZN,session_momentum,5,1.0
daily_0592,ZN,session_momentum,5,1.5
daily_0593,ZN,session_momentum,10,0.0
daily_0594,ZN,session_momentum,10,0.5
daily_0595,ZN,session_momentum,10,1.0
daily_0596,ZN,session_momentum,10,1.5
daily_0597,ZN,session_momentum,20,0.0
daily_0598,ZN,session_momentum,20,0.5
daily_0599,ZN,session_momentum,20,1.0
daily_0600,ZN,session_momentum,20,1.5
daily_0601,ZN,session_momentum,40,0.0
daily_0602,ZN,session_momentum,40,0.5
daily_0603,ZN,session_momentum,40,1.0
daily_0604,ZN,session_momentum,40,1.5
daily_0605,ZN,session_momentum,60,0.0
daily_0606,ZN,session_momentum,60,0.5
daily_0607,ZN,session_momentum,60,1.0
daily_0608,ZN,session_momentum,60,1.5
daily_0609,ZN,session_reversal,1,0.0
daily_0610,ZN,session_reversal,1,0.5
daily_0611,ZN,session_reversal,1,1.0
daily_0612,ZN,session_reversal,1,1.5
daily_0613,ZN,session_reversal,2,0.0
daily_0614,ZN,session_reversal,2,0.5
daily_0615,ZN,session_reversal,2,1.0
daily_0616,ZN,session_reversal,2,1.5
daily_0617,ZN,session_reversal,3,0.0
daily_0618,ZN,session_reversal,3,0.5
daily_0619,ZN,session_reversal,3,1.0
daily_0620,ZN,session_reversal,3,1.5
daily_0621,ZN,session_reversal,5,0.0
daily_0622,ZN,session_reversal,5,0.5
daily_0623,ZN,session_reversal,5,1.0
daily_0624,ZN,session_reversal,5,1.5
daily_0625,ZN,session_reversal,10,0.0
daily_0626,ZN,session_reversal,10,0.5
daily_0627,ZN,session_reversal,10,1.0
daily_0628,ZN,session_reversal,10,1.5
daily_0629,ZN,session_reversal,20,0.0
daily_0630,ZN,session_reversal,20,0.5
daily_0631,ZN,session_reversal,20,1.0
daily_0632,ZN,session_reversal,20,1.5
daily_0633,ZN,session_reversal,40,0.0
daily_0634,ZN,session_reversal,40,0.5
daily_0635,ZN,session_reversal,40,1.0
daily_0636,ZN,session_reversal,40,1.5
daily_0637,ZN,session_reversal,60,0.0
daily_0638,ZN,session_reversal,60,0.5
daily_0639,ZN,session_reversal,60,1.0
daily_0640,ZN,session_reversal,60,1.5
